HQ/W 1/14 © Dr. Helmut Quabeck
1.000000	0.000000
0.987500	0.002126
0.975000	0.004191
0.950000	0.008399
0.925000	0.012611
0.900000	0.016825
0.875000	0.021118
0.850000	0.025375
0.800000	0.033844
0.750000	0.042028
0.700000	0.049927
0.650000	0.057164
0.600000	0.063776
0.550000	0.069373
0.500000	0.073663
0.450000	0.076577
0.400000	0.078304
0.350000	0.078998
0.300000	0.078526
0.250000	0.076663
0.200000	0.073062
0.150000	0.067030
0.125000	0.062858
0.100000	0.057530
0.075000	0.050666
0.050000	0.041917
0.025000	0.029908
0.012500	0.020964
0.010000	0.018667
0.007500	0.016208
0.005000	0.013131
0.002500	0.009240
0.002000	0.008290
0.001500	0.007210
0.001000	0.005961
0.000500	0.004277
0.000250	0.003028
0.000100	0.001765
0.000000	0.000000
0.000100	-0.001583
0.000250	-0.002608
0.000500	-0.003652
0.001000	-0.005088
0.001500	-0.006159
0.002000	-0.007069
0.002500	-0.007840
0.005000	-0.011106
0.007500	-0.013648
0.010000	-0.015633
0.012500	-0.017501
0.025000	-0.024500
0.050000	-0.033917
0.075000	-0.040799
0.100000	-0.046005
0.125000	-0.049948
0.150000	-0.052935
0.200000	-0.057068
0.250000	-0.059359
0.300000	-0.060296
0.350000	-0.060138
0.400000	-0.059048
0.450000	-0.057077
0.500000	-0.054146
0.550000	-0.050129
0.600000	-0.045086
0.650000	-0.039121
0.700000	-0.032767
0.750000	-0.026268
0.800000	-0.019928
0.850000	-0.013755
0.875000	-0.010866
0.900000	-0.008118
0.925000	-0.005653
0.950000	-0.003453
0.975000	-0.001561
0.987500	-0.000761
1.000000	0.000000

http://www.hq-modellflug.de/koordinatenframe.htm
