NASA	SC(2)-1010	AIRFOIL /tracfoil
1	-0.042	
0.99	-0.0388	
0.98	-0.0357	
0.97	-0.0327	
0.96	-0.0298	
0.95	-0.0269	
0.94	-0.0241	
0.93	-0.0214	
0.92	-0.0187	
0.91	-0.0161	
0.9	-0.0136	
0.89	-0.0111	
0.88	-0.0087	
0.87	-0.0063	
0.86	-0.004	
0.85	-0.0017
0.84	0.0005
0.83	0.0027
0.82	0.0048
0.81	0.0069
0.8	0.0089
0.79	0.0109
0.78	0.0128
0.77	0.0147
0.76	0.0165
0.75	0.0183
0.74	0.02
0.73	0.0217
0.72	0.0233
0.71	0.0249
0.7	0.0264
0.69	0.0278
0.68	0.0292
0.67	0.0305
0.66	0.0318
0.65	0.033
0.64	0.0342
0.63	0.0353
0.62	0.0363
0.61	0.0373
0.6	0.0382
0.59	0.0391
0.58	0.04
0.57	0.0408
0.56	0.0416
0.55	0.0423
0.54	0.043
0.53	0.0437
0.52	0.0443
0.51	0.0449
0.5	0.0455
0.49	0.046
0.48	0.0465
0.47	0.047
0.46	0.0474
0.45	0.0478
0.44	0.0482
0.43	0.0485
0.42	0.0488
0.41	0.0491
0.4	0.0493
0.39	0.0495
0.38	0.0497
0.37	0.0498
0.36	0.0499
0.35	0.05
0.34	0.05
0.33	0.05
0.32	0.05
0.31	0.0499
0.3	0.0498
0.29	0.0497
0.28	0.0495
0.27	0.0493
0.26	0.049
0.25	0.0487
0.24	0.0484
0.23	0.048
0.22	0.0476
0.21	0.0471
0.2	0.0466
0.19	0.046
0.18	0.0454
0.17	0.0447
0.16	0.0439
0.15	0.0431
0.14	0.0422
0.13	0.0412
0.12	0.0401
0.11	0.039
0.1	0.0378
0.09	0.0364
0.08	0.0349
0.07	0.0333
0.06	0.0315
0.05	0.0294
0.04	0.027
0.03	0.0242
0.02	0.0207
0.01	0.0156
0.005	0.0116
0.002	0.0076
0	0
0.002	-0.0076
0.005	-0.0116
0.01	-0.0156
0.02	-0.0207
0.03	-0.0242
0.04	-0.027
0.05	-0.0294
0.06	-0.0314
0.07	-0.0332
0.08	-0.0348
0.09	-0.0362
0.1	-0.0375
0.11	-0.0387
0.12	-0.0398
0.13	-0.0408
0.14	-0.0418
0.15	-0.0427
0.16	-0.0435
0.17	-0.0443
0.18	-0.045
0.19	-0.0457
0.2	-0.0463
0.21	-0.0468
0.22	-0.0473
0.23	-0.0478
0.24	-0.0482
0.25	-0.0486
0.26	-0.0489
0.27	-0.0492
0.28	-0.0494
0.29	-0.0496
0.3	-0.0498
0.31	-0.0499
0.32	-0.05
0.33	-0.05
0.34	-0.05
0.35	-0.05
0.36	-0.0499
0.37	-0.0498
0.38	-0.0496
0.39	-0.0494
0.4	-0.0492
0.41	-0.0489
0.42	-0.0486
0.43	-0.0483
0.44	-0.048
0.45	-0.0476
0.46	-0.0472
0.47	-0.0468
0.48	-0.0464
0.49	-0.0459
0.5	-0.0454
0.51	-0.0449
0.52	-0.0444
0.53	-0.0439
0.54	-0.0434
0.55	-0.0428
0.56	-0.0422
0.57	-0.0416
0.58	-0.041
0.59	-0.0404
0.6	-0.0398
0.61	-0.0392
0.62	-0.0386
0.63	-0.038
0.64	-0.0374
0.65	-0.0367
0.66	-0.036
0.67	-0.0353
0.68	-0.0346
0.69	-0.0339
0.7	-0.0332
0.71	-0.0325
0.72	-0.0319
0.73	-0.0313
0.74	-0.0307
0.75	-0.0301
0.76	-0.0295
0.77	-0.029
0.78	-0.0285
0.79	-0.028
0.8	-0.0276
0.81	-0.0272
0.82	-0.0269
0.83	-0.0266
0.84	-0.0264
0.85	-0.0263
0.86	-0.0264
0.87	-0.0267
0.88	-0.0271
0.89	-0.0277
0.9	-0.0285
0.91	-0.0295
0.92	-0.0307
0.93	-0.0321
0.94	-0.0337
0.95	-0.0355
0.96	-0.0375
0.97	-0.0398
0.98	-0.0423
0.99	-0.0451
1	-0.0481
