Althaus AH 6-407 airfoil   /tracfoil
1.000000	0.003500
0.983371	0.007692
0.966719	0.011777
0.950045	0.015755
0.933347	0.019626
0.916625	0.023391
0.899880	0.027050
0.885630	0.030076
0.871362	0.033025
0.857078	0.035897
0.842779	0.038691
0.828464	0.041407
0.814134	0.044043
0.799790	0.046600
0.785532	0.049060
0.771261	0.051441
0.756977	0.053743
0.742681	0.055965
0.728372	0.058107
0.714052	0.060169
0.699720	0.062150
0.683078	0.064348
0.666422	0.066437
0.649752	0.068417
0.633070	0.070287
0.616376	0.072048
0.599670	0.073700
0.585398	0.075023
0.571119	0.076266
0.556833	0.077427
0.542541	0.078507
0.528242	0.079504
0.513939	0.080419
0.499630	0.081250
0.485353	0.081996
0.471071	0.082660
0.456786	0.083244
0.442498	0.083748
0.428208	0.084175
0.413915	0.084525
0.399620	0.084800
0.382953	0.085026
0.366286	0.085143
0.349618	0.085143
0.332950	0.085017
0.316284	0.084755
0.299620	0.084350
0.285314	0.083879
0.271011	0.083282
0.256716	0.082543
0.242430	0.081650
0.228155	0.080588
0.213894	0.079343
0.199650	0.077900
0.192478	0.077093
0.185313	0.076223
0.178158	0.075284
0.171015	0.074268
0.163886	0.073165
0.156773	0.071968
0.149680	0.070670
0.141281	0.068987
0.132912	0.067155
0.124573	0.065180
0.116265	0.063066
0.107987	0.060821
0.099740	0.058450
0.096140	0.057374
0.092548	0.056273
0.088965	0.055145
0.085394	0.053990
0.081837	0.052805
0.078295	0.051589
0.074770	0.050340
0.071174	0.049023
0.067595	0.047667
0.064029	0.046271
0.060472	0.044830
0.056921	0.043343
0.053371	0.041807
0.049820	0.040220
0.045483	0.038211
0.041173	0.036125
0.036923	0.033969
0.032768	0.031744
0.028742	0.029457
0.024880	0.027110
0.023133	0.025989
0.021408	0.024838
0.019687	0.023642
0.017948	0.022383
0.016170	0.021045
0.014335	0.019609
0.012420	0.018060
0.009564	0.015647
0.006717	0.013048
0.004091	0.010341
0.001896	0.007604
0.000342	0.004917
0.000000	0.000000
0.001079	-0.001614
0.002754	-0.003056
0.004881	-0.004317
0.007315	-0.005390
0.009913	-0.006267
0.012530	-0.006940
0.014433	-0.007310
0.016277	-0.007576
0.018074	-0.007754
0.019838	-0.007859
0.021578	-0.007906
0.023308	-0.007912
0.025040	-0.007890
0.028527	-0.007809
0.032058	-0.007690
0.035623	-0.007540
0.039213	-0.007366
0.042817	-0.007174
0.046426	-0.006974
0.050030	-0.006770
0.054224	-0.006535
0.058401	-0.006298
0.062566	-0.006050
0.066721	-0.005783
0.070872	-0.005489
0.075020	-0.005160
0.078588	-0.004844
0.082158	-0.004501
0.085728	-0.004136
0.089298	-0.003753
0.092869	-0.003358
0.096440	-0.002955
0.100010	-0.002550
0.107157	-0.001743
0.114301	-0.000940
0.121443	-0.000138
0.122661	0.000000
0.128583	0.000670
0.135721	0.001487
0.142856	0.002319
0.149990	0.003170
0.158319	0.004191
0.166646	0.005234
0.174973	0.006287
0.183300	0.007340
0.191629	0.008381
0.199960	0.009400
0.214213	0.011068
0.228475	0.012643
0.242747	0.014132
0.257027	0.015541
0.271315	0.016876
0.285610	0.018144
0.299910	0.019350
0.314177	0.020496
0.328450	0.021579
0.342727	0.022592
0.357008	0.023528
0.371295	0.024380
0.385585	0.025140
0.399880	0.025800
0.416536	0.026440
0.433197	0.026957
0.449862	0.027374
0.466530	0.027714
0.483199	0.027998
0.499870	0.028250
0.514157	0.028452
0.528444	0.028632
0.542730	0.028776
0.557016	0.028869
0.571302	0.028897
0.585586	0.028846
0.599870	0.028700
0.614164	0.028450
0.628457	0.028099
0.642748	0.027658
0.657037	0.027133
0.671324	0.026535
0.685609	0.025871
0.699890	0.025150
0.716574	0.024244
0.733254	0.023269
0.749929	0.022220
0.766599	0.021095
0.783262	0.019889
0.799920	0.018600
0.814228	0.017423
0.828532	0.016182
0.842830	0.014879
0.857122	0.013513
0.871408	0.012086
0.885687	0.010598
0.899960	0.009050
0.914272	0.007438
0.928577	0.005766
0.942875	0.004033
0.957167	0.002241
0.971451	0.000388
0.985729	-0.001525
1.000000	-0.003500
