S4083 suivant Modif JCE pour BA
1.000000	0.000000
0.998150	0.000550
0.993080	0.002200
0.985280	0.004450
0.974690	0.006890
0.961150	0.009480
0.944730	0.012300
0.925550	0.015330
0.903740	0.018550
0.879440	0.021930
0.852820	0.025440
0.824040	0.029070
0.793300	0.032770
0.760800	0.036530
0.726750	0.040310
0.691370	0.044100
0.654910	0.047870
0.617620	0.051570
0.579750	0.055190
0.541580	0.058670
0.503380	0.061960
0.465410	0.064980
0.427940	0.067680
0.391210	0.069950
0.355440	0.071690
0.320820	0.072820
0.287580	0.073220
0.255750	0.072770
0.225380	0.071500
0.196650	0.069380
0.169550	0.066400
0.144160	0.062710
0.120600	0.058350
0.098930	0.053390
0.079270	0.047950
0.061680	0.042080
0.046180	0.035910
0.032890	0.029530
0.021800	0.023060
0.012930	0.016690
0.006320	0.010570
0.002010	0.004930
0.000000	0.000160
0.000990	-0.001546
0.005410	-0.0056180
0.013050	-0.008420
0.023830	-0.010190
0.037650	-0.011460
0.054470	-0.012270
0.074190	-0.012650
0.096720	-0.012610
0.121920	-0.012190
0.149680	-0.011430
0.179830	-0.010370
0.212210	-0.009070
0.246590	-0.007570
0.282790	-0.005930
0.320550	-0.004200
0.359640	-0.002430
0.399790	-0.000670
0.440750	0.001040
0.482210	0.002640
0.523900	0.004120
0.565520	0.005460
0.606840	0.006670
0.647680	0.007680
0.687760	0.008240
0.726570	0.008260
0.763580	0.007870
0.798600	0.007230
0.831380	0.006430
0.861730	0.005510
0.889460	0.004540
0.914370	0.003550
0.936320	0.002620
0.955150	0.001790
0.970820	0.001150
0.983280	0.000670
0.992390	0.000310
0.998050	0.000100
1.000000	0.000000
Modif par rapport à original
0.000990	-0.00346-> -0.001546  
0.005410	-0.00618-> -0.0056180
