HQ/W 2.5/15 © Dr. Helmut Quabeck
1.000000	0.000000
0.987500	0.003252
0.975000	0.006369
0.950000	0.012531
0.925000	0.018481
0.900000	0.024246
0.875000	0.029949
0.850000	0.035488
0.800000	0.046202
0.750000	0.056288
0.700000	0.065750
0.650000	0.074135
0.600000	0.081681
0.550000	0.088073
0.500000	0.092865
0.450000	0.095975
0.400000	0.097652
0.350000	0.098113
0.300000	0.097156
0.250000	0.094498
0.200000	0.089704
0.150000	0.081885
0.125000	0.076569
0.100000	0.069872
0.075000	0.061333
0.050000	0.050625
0.025000	0.035908
0.012500	0.024935
0.010000	0.022167
0.007500	0.019194
0.005000	0.015516
0.002500	0.010900
0.002000	0.009755
0.001500	0.008475
0.001000	0.007011
0.000500	0.005028
0.000250	0.003544
0.000100	0.002022
0.000000	0.000000
0.000100	-0.001565
0.000250	-0.002494
0.000500	-0.003467
0.001000	-0.004828
0.001500	-0.005849
0.002000	-0.006701
0.002500	-0.007401
0.005000	-0.010453
0.007500	-0.012794
0.010000	-0.014583
0.012500	-0.016277
0.025000	-0.022388
0.050000	-0.030625
0.075000	-0.036665
0.100000	-0.041058
0.125000	-0.044294
0.150000	-0.046649
0.200000	-0.049721
0.250000	-0.051240
0.300000	-0.051581
0.350000	-0.050963
0.400000	-0.049510
0.450000	-0.047225
0.500000	-0.044073
0.550000	-0.039965
0.600000	-0.034956
0.650000	-0.029027
0.700000	-0.022850
0.750000	-0.016888
0.800000	-0.011410
0.850000	-0.006438
0.875000	-0.004320
0.900000	-0.002479
0.925000	-0.001086
0.950000	-0.000166
0.975000	0.000206
0.987500	0.000160
1.000000	0.000000

http://www.hq-modellflug.de/koordinatenframe.htm
