HQ/W 3/11 © Dr. Helmut Quabeck
1.000000	0.000000
0.987500	0.003181
0.975000	0.006205
0.950000	0.012075
0.925000	0.017612
0.900000	0.022859
0.875000	0.027943
0.850000	0.032803
0.800000	0.042000
0.750000	0.050471
0.700000	0.058227
0.650000	0.064891
0.600000	0.070802
0.550000	0.075812
0.500000	0.079485
0.450000	0.081757
0.400000	0.082845
0.350000	0.082951
0.300000	0.081882
0.250000	0.079392
0.200000	0.075113
0.150000	0.068381
0.125000	0.064343
0.100000	0.057962
0.075000	0.050733
0.050000	0.041792
0.025000	0.029487
0.012500	0.020306
0.010000	0.018025
0.007500	0.015350
0.005000	0.012158
0.002500	0.008120
0.002000	0.007200
0.001500	0.006142
0.001000	0.004936
0.000500	0.003501
0.000250	0.002408
0.000100	0.001552
0.000000	0.000000
0.000100	-0.001043
0.000250	-0.001603
0.000500	-0.002202
0.001000	-0.003062
0.001500	-0.003706
0.002000	-0.004230
0.002500	-0.004640
0.005000	-0.006358
0.007500	-0.007750
0.010000	-0.008925
0.012500	-0.009916
0.025000	-0.013263
0.050000	-0.017792
0.075000	-0.021131
0.100000	-0.023386
0.125000	-0.024923
0.150000	-0.025983
0.200000	-0.027133
0.250000	-0.027482
0.300000	-0.027192
0.350000	-0.026371
0.400000	-0.025075
0.450000	-0.023257
0.500000	-0.020935
0.550000	-0.018082
0.600000	-0.014732
0.650000	-0.010761
0.700000	-0.006747
0.750000	-0.003191
0.800000	-0.000250
0.850000	0.002058
0.875000	0.002812
0.900000	0.003261
0.925000	0.003262
0.950000	0.002763
0.975000	0.001685
0.987500	0.000913
1.000000	0.000000

http://www.hq-modellflug.de/koordinatenframe.htm
