99.842	1.043	0
99.511	1.029	0
98.511	1.011	0
96.852	1.045	0
94.576	1.17	0
91.731	1.407	0
88.365	1.771	0
84.535	2.277	0
80.873	2.85	0
76.114	3.95	0
71.412	5.083	0
66.556	6.254	0
61.597	7.398	0
56.58	8.463	0
51.545	9.408	0
46.53	10.207	0
41.578	10.845	0
36.738	11.311	0
32.055	11.594	0
27.575	11.678	0
23.336	11.547	0
19.37	11.194	0
15.709	10.622	0
12.381	9.841	0
9.413	8.865	0
6.831	7.716	0
4.651	6.421	0
2.885	5.021	0
1.537	3.562	0
0.605	2.139	0
0.124	0.681	0
0.044	0.246	0
0.004	0.014	0
-0.008	0	0
0.02	-0.102	0
0.073	-0.339	0
0.158	-0.677	0
0.333	-1.122	0
0.558	-1.534	0
1.773	-2.917	0
3.413	-4.135	0
5.523	-5.243	0
8.077	-6.215	0
11.056	-7.008	0
14.453	-7.612	0
18.244	-8.029	0
22.4	-8.264	0
26.883	-8.326	0
31.647	-8.217	0
36.64	-7.95	0
41.809	-7.543	0
47.098	-7.023	0
52.443	-6.413	0
57.781	-5.734	0
63.044	-5.008	0
68.169	-4.262	0
73.091	-3.526	0
77.75	-2.829	0
80	-2.502	0
80.691	-2.365	0
81.381	-2.227	0
82.072	-2.09	0
86.006	-1.341	0
89.524	-0.706	0
92.579	-0.18	0
95.134	0.243	0
97.155	0.572	0
98.621	0.821	0
99.527	0.986	0
99.842	1.043	0
