99.949	0.522	0
99.619	0.498	0
98.62	0.447	0
96.964	0.416	0
94.694	0.44	0
91.856	0.533	0
90.105	0.623	0
88.578	0.783	0
84.779	1.247	0
80.595	1.833	0
76.114	2.527	0
71.412	3.289	0
66.556	4.078	0
61.598	4.85	0
56.58	5.566	0
51.545	6.201	0
46.53	6.736	0
41.579	7.161	0
36.738	7.467	0
32.055	7.645	0
27.575	7.686	0
23.336	7.583	0
19.371	7.333	0
15.709	6.94	0
12.381	6.415	0
9.414	5.771	0
6.831	5.023	0
4.652	4.188	0
2.885	3.284	0
1.537	2.334	0
0.605	1.382	0
0.124	0.435	0
0.044	0.166	0
0.004	0.011	0
0	-0.004	0
0.02	-0.06	0
0.073	-0.192	0
0.158	-0.367	0
0.333	-0.614	0
0.558	-0.825	0
1.773	-1.545	0
3.413	-2.19	0
5.523	-2.784	0
8.077	-3.303	0
11.056	-3.716	0
14.452	-4.018	0
18.243	-4.214	0
22.4	-4.312	0
26.883	-4.319	0
31.646	-4.242	0
36.639	-4.089	0
41.809	-3.87	0
47.098	-3.602	0
52.443	-3.295	0
57.78	-2.961	0
63.044	-2.61	0
68.169	-2.253	0
73.091	-1.901	0
77.75	-1.565	0
82.09	-1.255	0
86.059	-0.982	0
89.605	-0.747	0
90	-0.721	0
90.302	-0.686	0
91.192	-0.582	0
92.671	-0.408	0
95.232	-0.106	0
97.257	0.139	0
98.726	0.336	0
99.634	0.474	0
99.949	0.522	0
