130	0	0
129.662552	-0.021296	0
128.634442	-0.058867	0
126.924455	-0.047375	0
124.585731	0.056315	0
121.673505	0.269474	0
118.251392	0.609338	0
114.398992	1.077369	0
110.195531	1.656917	0
105.715989	2.322682	0
101.033087	3.042633	0
96.215348	3.775213	0
91.314451	4.471331	0
86.36486	5.095356	0
81.402085	5.625665	0
76.462009	6.047633	0
71.58323	6.35407	0
66.806914	6.540775	0
62.175184	6.606308	0
57.73098	6.54972	0
53.51353	6.369756	0
49.557573	6.068599	0
45.89392	5.651303	0
42.547935	5.129165	0
39.54619	4.520923	0
36.917074	3.84504	0
34.684813	3.1193	0
32.868571	2.363888	0
31.483234	1.60375	0
30.540062	0.871984	0
30.224694	0.51299	0
30.104319	0.323637	0
30.027501	0.148232	0
30.002448	0.04154	0
30.004474	-0.05257	0
30.040935	-0.141651	0
30.109497	-0.235178	0
30.259141	-0.381107	0
30.459453	-0.532859	0
30.868086	-0.78126	0
32.108735	-1.314311	0
33.837857	-1.833977	0
36.030248	-2.318942	0
38.663912	-2.748653	0
41.716742	-3.10657	0
45.167904	-3.381596	0
48.990853	-3.569772	0
53.155319	-3.66993	0
57.626006	-3.685835	0
62.36371	-3.624306	0
67.322832	-3.497025	0
72.452356	-3.316183	0
77.695565	-3.096354	0
82.990961	-2.849367	0
88.275075	-2.586412	0
93.483287	-2.315568	0
98.551931	-2.044124	0
103.418958	-1.776873	0
108.025217	-1.518546	0
112.314952	-1.272468	0
116.235287	-1.04291	0
119.73692	-0.831193	0
122.77603	-0.638577	0
125.314575	-0.464029	0
127.320761	-0.306517	0
128.776461	-0.159794	0
129.682854	-0.043667	0
130	0	0
