50	0	200
49.831276	-0.010648	200
49.317221	-0.0294335	200
48.4622275	-0.0236875	200
47.2928655	0.0281575	200
45.8367525	0.134737	200
44.125696	0.304669	200
42.199496	0.5386845	200
40.0977655	0.8284585	200
37.8579945	1.161341	200
35.5165435	1.5213165	200
33.107674	1.8876065	200
30.6572255	2.2356655	200
28.18243	2.547678	200
25.7010425	2.8128325	200
23.2310045	3.0238165	200
20.791615	3.177035	200
18.403457	3.2703875	200
16.087592	3.303154	200
13.86549	3.27486	200
11.756765	3.184878	200
9.7787865	3.0342995	200
7.94696	2.8256515	200
6.2739675	2.5645825	200
4.773095	2.2604615	200
3.458537	1.92252	200
2.3424065	1.55965	200
1.4342855	1.181944	200
0.741617	0.801875	200
0.270031	0.435992	200
0.112347	0.256495	200
0.0521595	0.1618185	200
0.0137505	0.074116	200
0.001224	0.02077	200
0.002237	-0.026285	200
0.0204675	-0.0708255	200
0.0547485	-0.117589	200
0.1295705	-0.1905535	200
0.2297265	-0.2664295	200
0.434043	-0.39063	200
1.0543675	-0.6571555	200
1.9189285	-0.9169885	200
3.015124	-1.159471	200
4.331956	-1.3743265	200
5.858371	-1.553285	200
7.583952	-1.690798	200
9.4954265	-1.784886	200
11.5776595	-1.834965	200
13.813003	-1.8429175	200
16.181855	-1.812153	200
18.661416	-1.7485125	200
21.226178	-1.6580915	200
23.8477825	-1.548177	200
26.4954805	-1.4246835	200
29.1375375	-1.293206	200
31.7416435	-1.157784	200
34.2759655	-1.022062	200
36.709479	-0.8884365	200
39.0126085	-0.759273	200
41.157476	-0.636234	200
43.1176435	-0.521455	200
44.86846	-0.4155965	200
46.388015	-0.3192885	200
47.6572875	-0.2320145	200
48.6603805	-0.1532585	200
49.3882305	-0.079897	200
49.841427	-0.0218335	200
50	0	200
