time,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
110.898004,-0.077297188,0.231420979,0.284839779,-0.66266185,0.653825819,-10.29205704
110.901834,-0.07580708,0.234933078,0.287926257,-0.683249533,0.592271507,-10.26472378
110.90604,-0.074104503,0.239923447,0.291639566,-0.644474924,0.527484357,-10.15842628
110.918031,-0.075700402,0.254301578,0.295482546,-0.897151053,0.57530874,-9.928875923
110.922023,-0.076232366,0.250789791,0.296972364,-0.951809406,0.593725502,-9.941947937
110.925969,-0.076764844,0.249293149,0.299625993,-0.987050414,0.591894388,-9.896270752
110.930341,-0.078360952,0.248554796,0.300590783,-0.875145555,0.522239208,-9.985445023
110.930341,-0.078360952,0.248554796,0.300590783,-0.875145555,0.522239208,-9.985445023
110.934774,-0.079851091,0.249193415,0.301654905,-0.816937983,0.451722205,-10.15538979
110.937874,-0.07921344,0.255470902,0.302718371,-0.750483274,0.406403512,-10.28203869
110.941893,-0.076765224,0.264412045,0.30431506,-0.697683156,0.393563837,-10.37786293
110.946025,-0.07463672,0.269839495,0.305060059,-0.682539642,0.369331211,-10.34054661
110.951026,-0.072614335,0.273138374,0.306337386,-0.678989887,0.378782839,-10.25831795
110.96182,-0.069953687,0.272925735,0.308784872,-0.696735799,0.330801308,-10.25022697
110.965976,-0.068569496,0.272925675,0.309636503,-0.702174246,0.39532727,-10.23521233
110.969971,-0.067291267,0.275164306,0.310169786,-0.715169728,0.478225082,-10.17456818
110.974658,-0.065164521,0.275373399,0.312190562,-0.734122097,0.558103442,-10.11973572
110.978348,-0.0627174,0.27537334,0.313786507,-0.747603655,0.644120038,-9.984981537
110.981868,-0.061865486,0.274308711,0.315702945,-0.78571254,0.688232064,-9.874653816
110.986173,-0.061865978,0.274735689,0.316980004,-0.837317467,0.643132091,-9.74532032
110.989969,-0.059209011,0.28600508,0.31857419,-0.868484855,0.599526167,-9.645359993
110.995433,-0.056118865,0.296551406,0.321449131,-0.844622076,0.612869263,-9.666947365
111.001851,-0.049520254,0.289634526,0.323151857,-0.832322121,0.565858245,-9.960007668
111.001851,-0.049520254,0.289634526,0.323151857,-0.832322121,0.565858245,-9.960007668
111.00987,-0.041645281,0.28452608,0.325492948,-0.790436804,0.514969409,-9.993050575
111.014639,-0.038984731,0.285162836,0.328366876,-0.94492203,0.575331151,-10.04537678
111.018973,-0.037494462,0.289101899,0.33102718,-0.973341465,0.639525175,-9.820254326
111.025814,-0.045573194,0.177102745,0.340931892,-1.915783048,1.043076396,-9.171958923
111.029865,-0.047501218,0.143942535,0.355503887,-2.039062738,1.14768374,-9.417615891
111.03467,-0.05420614,0.176718593,0.361357898,-1.570088744,0.901722431,-9.922459602
111.038322,-0.06750197,0.157456338,0.35720849,-1.100641251,0.614080966,-10.3034668
111.041851,-0.066229865,0.13957943,0.354014099,-0.698629677,0.406891763,-10.32248211
111.045879,-0.051335454,0.180446804,0.355821878,-0.669999003,0.515696347,-10.21718788
111.058671,-0.048775572,0.20726186,0.360506386,-1.038631201,0.670076013,-10.48485661
111.061833,-0.047188301,0.228835478,0.364226282,-1.255005479,0.456942797,-10.02861691
111.06583,-0.042924274,0.253873646,0.368805736,-1.286412477,0.416319489,-9.967101097
111.069856,-0.040688034,0.260793567,0.370296896,-1.181800842,0.510849833,-10.23881626
111.074305,-0.040687509,0.26143223,0.368806869,-1.01999402,0.655737579,-10.58030605
111.078625,-0.044303194,0.255904704,0.370932639,-0.902822673,0.662666917,-10.69176006
111.078625,-0.044303194,0.255904704,0.370932639,-0.902822673,0.662666917,-10.69176006
111.081837,-0.043668404,0.255898297,0.372425169,-0.986355424,0.493160069,-10.50003242
111.085872,-0.043242812,0.269836336,0.373383224,-1.145577073,0.355533093,-10.23482609
111.090271,-0.044732954,0.284089416,0.374020368,-1.179462671,0.361760318,-10.00528908
111.095019,-0.042604662,0.293889523,0.374341011,-1.130940557,0.462851942,-10.05387306
111.318695,-0.013131289,0.408613592,0.408821642,0.864466727,0.757775724,-9.776506424
111.422765,0.121817969,0.439795703,0.335390031,1.561295509,0.240171105,-9.425222397
111.427203,0.126502395,0.435004592,0.331344128,1.546381712,0.116320461,-9.385514259
111.430632,0.130119562,0.424365669,0.3265571,1.534096479,0.022328058,-9.348932266
111.434799,0.133524969,0.414146513,0.323150784,1.497627974,-0.026388051,-9.318457603
111.440399,0.133738115,0.404043674,0.31868431,1.472558975,-0.046243683,-9.267876625
111.44264,0.13373749,0.392433435,0.313358575,1.460013032,-0.048430681,-9.248579979
111.447178,0.13405709,0.382967114,0.308253169,1.47279799,-0.003133807,-9.183978081
111.450645,0.137250468,0.376684785,0.303781092,1.473501682,0.139917895,-9.164957047
111.454681,0.140655234,0.367216587,0.298994064,1.526033878,0.355747223,-9.175896645
111.467212,0.153640941,0.340075403,0.279089332,1.826546311,0.941013873,-9.134297371
111.470791,0.158746988,0.332096636,0.272175312,1.874102712,0.994291127,-9.135959625
111.470791,0.158746988,0.332096636,0.272175312,1.874102712,0.994291127,-9.135959625
111.474787,0.165238708,0.326348662,0.264831781,1.901516318,0.972946048,-9.050830841
111.479746,0.172688186,0.320071161,0.25759536,1.879781604,0.90269345,-8.990969658
111.482848,0.177372307,0.307185441,0.250994235,1.878824234,0.815174222,-8.988129616
111.487185,0.180564627,0.288248569,0.244930297,1.860376835,0.729418457,-8.997628212
111.490922,0.182052314,0.267347306,0.237892494,1.828844428,0.636993885,-8.973945618
111.494852,0.183336571,0.245949402,0.231186554,1.783337355,0.580741346,-8.881404877
111.508253,0.185461655,0.178520188,0.214172244,1.620458841,0.480561614,-8.560961723
111.510615,0.187162712,0.153413951,0.208108827,1.621159434,0.49776414,-8.495399475
111.530676,0.207915679,0.049219787,0.182139441,1.778050542,0.891571879,-8.513484001
111.534692,0.211213931,0.028687473,0.177352861,1.844998837,0.956488132,-8.559811592
111.538932,0.209403753,0.009096271,0.173094258,1.908181667,0.996469796,-8.578577042
111.543202,0.207702026,-0.011006949,0.169052243,1.902024388,0.991141379,-8.565514565
111.547608,0.205572069,-0.034004107,0.166389704,1.874791384,0.960830033,-8.49942112
111.550775,0.20344536,-0.059091851,0.162987128,1.823522091,0.914857984,-8.446006775
111.554679,0.201635152,-0.087532483,0.160963729,1.77730608,0.851306617,-8.380561829
111.55883,0.199507967,-0.117536306,0.157877266,1.71769917,0.793644726,-8.31119442
111.55883,0.199507967,-0.117536306,0.157877266,1.71769917,0.793644726,-8.31119442
111.564015,0.198975682,-0.147025809,0.155854508,1.673195481,0.752924144,-8.274569511
