time,static_pressure,air_temp
9380.013671875,86762.0,54.869998931000005
9380.036132812,86761.0,54.869998931000005
9380.053710937,86762.0,54.869998931000005
9380.07421875,86762.0,54.869998931000005
9380.09375,86763.0,54.869998931000005
9380.114257812,86762.0,54.869998931000005
9380.134765625,86765.0,54.869998931000005
9380.155273437,86763.0,54.869998931000005
9380.174804687,86763.0,54.869998931000005
9380.1953125,86765.0,54.869998931000005
9380.21484375,86764.0,54.869998931000005
9380.236328125,86763.0,54.869998931000005
9380.255859375,86763.0,54.869998931000005
9380.276367187,86762.0,54.869998931000005
9380.295898437,86765.0,54.869998931000005
9380.31640625,86761.0,54.869998931000005
9380.3359375,86761.0,54.869998931000005
9380.356445312,86760.0,54.869998931000005
9380.383789062,86762.0,54.869998931000005
9380.396484375,86763.0,54.869998931000005
9380.416015625,86764.0,54.869998931000005
9380.438476562,86762.0,54.869998931000005
9380.45703125,86764.0,54.869998931000005
9380.4765625,86761.0,54.869998931000005
9380.498046875,86763.0,54.869998931000005
9380.517578125,86764.0,54.869998931000005
9380.538085937,86766.0,54.869998931000005
9380.557617187,86761.0,54.869998931000005
9380.578125,86759.0,54.869998931000005
9380.59765625,86761.0,54.869998931000005
9380.618164062,86763.0,54.869998931000005
9380.637695312,86763.0,54.869998931000005
9380.658203125,86764.0,54.869998931000005
9380.677734375,86764.0,54.869998931000005
9380.8359375,86762.0,54.869998931000005
9380.956054687,86760.0,54.869998931000005
9380.959960937,86763.0,54.880001068
9380.98046875,86763.0,54.869998931000005
9381.0,86761.0,54.869998931000005
9381.01953125,86765.0,54.869998931000005
9381.040039062,86761.0,54.869998931000005
9381.059570312,86763.0,54.869998931000005
9381.080078125,86760.0,54.869998931000005
9381.099609375,86760.0,54.869998931000005
9381.120117187,86761.0,54.869998931000005
9381.139648437,86762.0,54.869998931000005
9381.162109375,86764.0,54.869998931000005
9381.1796875,86763.0,54.869998931000005
9381.200195312,86762.0,54.869998931000005
9381.219726562,86761.0,54.869998931000005
9381.240234375,86760.0,54.869998931000005
9381.259765625,86761.0,54.869998931000005
9381.280273437,86760.0,54.869998931000005
9381.299804687,86762.0,54.869998931000005
9381.3203125,86763.0,54.869998931000005
9381.33984375,86763.0,54.869998931000005
9381.360351562,86761.0,54.869998931000005
9381.381835937,86760.0,54.869998931000005
9381.401367187,86762.0,54.869998931000005
9381.420898437,86762.0,54.869998931000005
9381.442382812,86761.0,54.869998931000005
9381.461914062,86762.0,54.869998931000005
9381.484375,86760.0,54.869998931000005
9381.501953125,86763.0,54.869998931000005
9381.522460937,86761.0,54.869998931000005
9381.541992187,86763.0,54.869998931000005
9381.563476562,86762.0,54.869998931000005
9381.583007812,86763.0,54.869998931000005
9381.603515625,86764.0,54.869998931000005
9381.624023437,86761.0,54.869998931000005
9381.643554687,86763.0,54.869998931000005
9381.6640625,86761.0,54.869998931000005
9381.68359375,86761.0,54.869998931000005
9381.706054687,86761.0,54.869998931000005
9381.723632812,86763.0,54.869998931000005
9381.744140625,86761.0,54.869998931000005
9381.763671875,86761.0,54.869998931000005
9381.784179687,86764.0,54.869998931000005
9381.805664062,86761.0,54.869998931000005
9381.82421875,86760.0,54.869998931000005
9381.844726562,86761.0,54.869998931000005
9381.865234375,86761.0,54.869998931000005
9381.884765625,86762.0,54.869998931000005
9381.905273437,86765.0,54.869998931000005
9381.92578125,86762.0,54.869998931000005
9381.946289062,86760.0,54.869998931000005
9381.965820312,86761.0,54.869998931000005
9381.986328125,86762.0,54.869998931000005
9382.005859375,86764.0,54.869998931000005
9382.02734375,86764.0,54.869998931000005
9382.045898437,86764.0,54.869998931000005
9382.06640625,86763.0,54.869998931000005
9382.086914062,86763.0,54.869998931000005
9382.107421875,86762.0,54.869998931000005
9382.126953125,86761.0,54.869998931000005
9382.147460937,86764.0,54.869998931000005
9382.16796875,86761.0,54.869998931000005
9382.188476562,86762.0,54.869998931000005
9382.208007812,86764.0,54.869998931000005
9382.233398437,86763.0,54.869998931000005
9382.248046875,86762.0,54.869998931000005
9382.267578125,86760.0,54.869998931000005
9382.288085937,86762.0,54.869998931000005
9382.307617187,86762.0,54.869998931000005
9382.328125,86763.0,54.869998931000005
9382.348632812,86763.0,54.869998931000005
9382.369140625,86762.0,54.869998931000005
9382.388671875,86763.0,54.869998931000005
9382.409179687,86762.0,54.869998931000005
9382.428710937,86764.0,54.869998931000005
9382.44921875,86763.0,54.869998931000005
9382.46875,86762.0,54.869998931000005
9382.489257812,86760.0,54.869998931000005
9382.509765625,86765.0,54.869998931000005
9382.530273437,86763.0,54.869998931000005
9382.549804687,86762.0,54.869998931000005
9382.5703125,86764.0,54.869998931000005
9382.58984375,86761.0,54.869998931000005
9382.611328125,86763.0,54.869998931000005
9382.630859375,86764.0,54.869998931000005
9382.654296875,86762.0,54.869998931000005
9382.670898437,86764.0,54.869998931000005
9382.69140625,86763.0,54.869998931000005
9382.7109375,86760.0,54.869998931000005
9382.732421875,86762.0,54.869998931000005
9382.751953125,86764.0,54.869998931000005
9382.772460937,86763.0,54.869998931000005
9382.791992187,86763.0,54.869998931000005
9382.811523437,86763.0,54.869998931000005
9382.83203125,86763.0,54.869998931000005
9382.8515625,86761.0,54.869998931000005
9382.873046875,86761.0,54.869998931000005
9382.891601562,86762.0,54.869998931000005
9382.912109375,86763.0,54.869998931000005
9382.931640625,86762.0,54.869998931000005
9382.952148437,86764.0,54.869998931000005
9382.977539062,86761.0,54.869998931000005
9382.9921875,86761.0,54.869998931000005
9383.01171875,86760.0,54.869998931000005
9383.034179687,86762.0,54.869998931000005
9383.051757812,86764.0,54.869998931000005
9383.072265625,86762.0,54.869998931000005
9383.091796875,86761.0,54.869998931000005
9383.11328125,86762.0,54.869998931000005
9383.1328125,86762.0,54.869998931000005
9383.153320312,86764.0,54.869998931000005
9383.172851562,86762.0,54.869998931000005
9383.194335937,86764.0,54.869998931000005
9383.213867187,86764.0,54.869998931000005
9383.234375,86763.0,54.869998931000005
9383.25390625,86766.0,54.869998931000005
9383.274414062,86761.0,54.869998931000005
9383.293945312,86765.0,54.869998931000005
9383.314453125,86763.0,54.869998931000005
9383.333984375,86765.0,54.869998931000005
9383.353515625,86762.0,54.869998931000005
9383.374023437,86763.0,54.869998931000005
9383.396484375,86763.0,54.869998931000005
9383.415039062,86763.0,54.869998931000005
9383.434570312,86762.0,54.869998931000005
9383.455078125,86760.0,54.869998931000005
9383.474609375,86761.0,54.869998931000005
9383.49609375,86763.0,54.880001068
9383.515625,86763.0,54.869998931000005
9383.536132812,86762.0,54.869998931000005
9383.555664062,86763.0,54.869998931000005
9383.576171875,86764.0,54.869998931000005
9383.595703125,86765.0,54.869998931000005
9383.616210937,86760.0,54.869998931000005
9383.635742187,86763.0,54.869998931000005
9383.65625,86763.0,54.869998931000005
9383.67578125,86761.0,54.869998931000005
9383.697265625,86762.0,54.869998931000005
9383.717773437,86762.0,54.869998931000005
9383.736328125,86763.0,54.869998931000005
9383.755859375,86763.0,54.869998931000005
9383.776367187,86763.0,54.869998931000005
9383.795898437,86760.0,54.869998931000005
9383.818359375,86764.0,54.869998931000005
9383.8359375,86764.0,54.869998931000005
9383.856445312,86762.0,54.869998931000005
9383.876953125,86762.0,54.869998931000005
9383.899414062,86762.0,54.869998931000005
9383.926757812,86761.0,54.869998931000005
9383.938476562,86763.0,54.869998931000005
9383.958007812,86764.0,54.869998931000005
9383.977539062,86762.0,54.869998931000005
9383.998046875,86763.0,54.869998931000005
9384.018554687,86762.0,54.869998931000005
9384.040039062,86765.0,54.869998931000005
9384.059570312,86763.0,54.869998931000005
9384.080078125,86763.0,54.869998931000005
9384.099609375,86764.0,54.869998931000005
9384.120117187,86760.0,54.869998931000005
9384.139648437,86762.0,54.869998931000005
9384.16015625,86764.0,54.869998931000005
9384.1796875,86762.0,54.869998931000005
9384.201171875,86761.0,54.869998931000005
9384.220703125,86762.0,54.869998931000005
9384.247070312,86761.0,54.869998931000005
9384.260742187,86762.0,54.869998931000005
9384.28125,86762.0,54.869998931000005
9384.30078125,86762.0,54.869998931000005
9384.321289062,86761.0,54.869998931000005
9384.340820312,86765.0,54.869998931000005
9384.362304687,86761.0,54.869998931000005
9384.381835937,86763.0,54.869998931000005
9384.40234375,86762.0,54.869998931000005
9384.421875,86761.0,54.869998931000005
9384.442382812,86763.0,54.869998931000005
9384.461914062,86765.0,54.869998931000005
9384.482421875,86761.0,54.869998931000005
9384.501953125,86765.0,54.869998931000005
9384.522460937,86759.0,54.869998931000005
9384.541992187,86763.0,54.869998931000005
9384.561523437,86763.0,54.869998931000005
9384.58203125,86760.0,54.869998931000005
9384.6015625,86762.0,54.869998931000005
9384.622070312,86764.0,54.869998931000005
9384.641601562,86764.0,54.869998931000005
9384.9140625,86761.0,54.869998931000005
9384.922851562,86764.0,54.869998931000005
9384.943359375,86763.0,54.869998931000005
9384.962890625,86762.0,54.869998931000005
9384.983398437,86760.0,54.869998931000005
9385.00390625,86763.0,54.869998931000005
9385.0234375,86762.0,54.869998931000005
9385.04296875,86765.0,54.869998931000005
9385.063476562,86763.0,54.869998931000005
9385.083007812,86763.0,54.869998931000005
9385.102539062,86762.0,54.869998931000005
9385.124023437,86762.0,54.869998931000005
9385.142578125,86764.0,54.880001068
9385.1640625,86762.0,54.869998931000005
9385.18359375,86763.0,54.869998931000005
9385.204101562,86764.0,54.869998931000005
9385.228515625,86762.0,54.869998931000005
9385.244140625,86763.0,54.869998931000005
9385.263671875,86765.0,54.869998931000005
9385.287109375,86763.0,54.869998931000005
9385.3046875,86761.0,54.869998931000005
9385.326171875,86761.0,54.869998931000005
9385.345703125,86763.0,54.869998931000005
9385.3671875,86763.0,54.869998931000005
9385.385742187,86761.0,54.869998931000005
9385.40625,86761.0,54.869998931000005
9385.42578125,86761.0,54.869998931000005
9385.447265625,86760.0,54.869998931000005
9385.466796875,86764.0,54.869998931000005
9385.48828125,86762.0,54.869998931000005
9385.5078125,86763.0,54.869998931000005
9385.528320312,86765.0,54.869998931000005
9385.547851562,86765.0,54.869998931000005
9385.568359375,86765.0,54.869998931000005
9385.587890625,86761.0,54.869998931000005
9385.608398437,86760.0,54.869998931000005
9385.627929687,86764.0,54.869998931000005
9385.6484375,86764.0,54.869998931000005
9385.66796875,86764.0,54.869998931000005
9385.688476562,86765.0,54.869998931000005
9385.708007812,86762.0,54.869998931000005
9385.73046875,86763.0,54.869998931000005
9385.748046875,86764.0,54.869998931000005
9385.767578125,86762.0,54.869998931000005
9385.788085937,86762.0,54.869998931000005
9385.809570312,86761.0,54.869998931000005
9385.828125,86762.0,54.869998931000005
9385.848632812,86763.0,54.869998931000005
